Style,Category,Artist,Title,Image URL,Art (image+title): agreeableness,Art (image+title): anger,Art (image+title): anticipation,Art (image+title): arrogance,Art (image+title): disagreeableness,Art (image+title): disgust,Art (image+title): fear,Art (image+title): gratitude,Art (image+title): happiness,Art (image+title): humility,Art (image+title): love,Art (image+title): optimism,Art (image+title): pessimism,Art (image+title): regret,Art (image+title): sadness,Art (image+title): shame,Art (image+title): shyness,Art (image+title): surprise,Art (image+title): trust,Art (image+title): neutral,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral,TitleOnly: agreeableness,TitleOnly: anger,TitleOnly: anticipation,TitleOnly: arrogance,TitleOnly: disagreeableness,TitleOnly: disgust,TitleOnly: fear,TitleOnly: gratitude,TitleOnly: happiness,TitleOnly: humility,TitleOnly: love,TitleOnly: optimism,TitleOnly: pessimism,TitleOnly: regret,TitleOnly: sadness,TitleOnly: shame,TitleOnly: shyness,TitleOnly: surprise,TitleOnly: trust,TitleOnly: neutral
Post Renaissance Art,Neoclassicism,Vieira Portuense,S&#250;plica de In&#234;s de Castro,https://uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,0,0,0.1,0,0,0.1,0.2,0,0.3,0,0.2,0,0,0.1,0.5,0.4,0,0.1,0.3,0,0,0,0.1,0,0,0.2,0.3,0,0.5,0,0.3,0,0,0,0.2,0.1,0,0.1,0.3,0,0,0,0.429,0,0,0,0,0,0,0.286,0,0,0,0.143,0.286,0.429,0,0.143,0.143,0
Modern Art,Abstract Expressionism,Jock Macdonald,From a Riviera Window,https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,0,0.1,0.4,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0,0.5,0,0,0,0.1,0.4,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0.6,0,0,0.1,0.1,0.4,0,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0.2,0.1,0.1
Modern Art,Cubism,Louis Marcoussis,La Table,https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,0,0,0.4,0,0,0,0,0,0,0.2,0.1,0.2,0,0,0,0,0.1,0.5,0.1,0,0.1,0,0.6,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.5,0,0,0.111,0,0.333,0,0.111,0,0,0,0,0.111,0,0.222,0,0,0,0,0,0,0,0.111
Modern Art,Impressionism,Max Liebermann,Woman and Her Goats in the Dunes,https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,0.2,0,0.1,0,0,0,0,0.1,0.2,0.7,0.1,0.1,0,0,0.2,0,0.1,0.1,0.3,0,0.2,0.1,0.1,0.1,0.1,0,0,0.1,0.3,0.7,0.1,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0.1,0.1,0.3,0.6,0,0.1,0,0,0,0,0.1,0,0.3,0
Modern Art,Neo-Expressionism,Nyoman Masriadi,Save the Land,https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,0,0,0.2,0.1,0.1,0.3,0.4,0,0,0.1,0,0.2,0,0,0.2,0,0.1,0.4,0,0,0,0,0.3,0,0.2,0.1,0.2,0,0,0.1,0,0,0.1,0,0.2,0.1,0.1,0.5,0,0,0.1,0,0.2,0.1,0,0.2,0.2,0.2,0.3,0.1,0.1,0.7,0.1,0.1,0,0.1,0,0,0.1,0
Post Renaissance Art,Realism,Jean-Francois Millet,Harvesters Resting,https://uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,0.1,0,0.1,0,0.1,0,0,0.1,0.8,0.6,0,0.1,0.1,0.1,0,0,0,0.1,0.3,0,0.1,0,0.1,0,0.2,0.1,0,0.2,0.5,0.2,0,0.1,0.1,0,0.1,0.2,0.1,0.1,0,0,0,0,0.1,0,0.1,0,0.1,0.1,0.5,0.2,0.1,0.3,0,0.1,0,0,0,0,0.1,0
Modern Art,Neo-Expressionism,Nathan Oliveira,Golden Head,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,0,0,0.091,0,0,0.091,0.727,0,0,0.091,0,0,0.364,0.182,0.273,0.091,0,0.091,0.091,0,0,0,0.091,0,0,0.273,0.636,0,0,0.091,0,0,0.091,0.091,0.364,0.091,0,0,0,0,0,0,0.273,0,0,0.091,0,0,0.364,0,0,0.182,0,0,0,0,0,0.091,0.364,0.091
Post Renaissance Art,Romanticism,John Hoppner,Mary Robinson as Perdita,https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,0.06,0.015,0.075,0.104,0.015,0.015,0.015,0.045,0.313,0.149,0.149,0.254,0,0,0,0,0.015,0.03,0.612,0,0.06,0.015,0.09,0.09,0,0.015,0,0.09,0.313,0.06,0.149,0.164,0,0,0.015,0,0.015,0.015,0.642,0,0.061,0,0.303,0.061,0.015,0.015,0.015,0.045,0.182,0.106,0.136,0.045,0.015,0,0.015,0,0,0.136,0.303,0.015
Post Renaissance Art,Realism,Fyodor Vasilyev,Rye,https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,0,0,0.091,0,0,0,0,0,0.545,0.273,0.091,0.182,0,0,0.182,0,0,0.091,0.182,0,0,0,0,0,0,0,0,0,0.727,0.273,0.091,0.182,0,0,0.091,0,0,0,0.091,0,0,0,0.091,0,0,0.091,0,0,0.182,0.182,0.091,0.091,0,0,0,0,0,0,0.091,0.182
Renaissance Art,High Renaissance,Andrea Solario,The Lute Player,https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,0.2,0,0.1,0.1,0,0,0,0.1,0.9,0.3,0.1,0.2,0,0,0,0,0.1,0.1,0.3,0,0.2,0,0.2,0,0,0,0.1,0,0.7,0,0.1,0.3,0,0,0,0,0.1,0.1,0.2,0,0,0,0.2,0.1,0,0,0,0,0.7,0,0,0.1,0,0,0.1,0,0,0,0.1,0
Post Renaissance Art,Romanticism,Vasily Tropinin,Portrait of Alexander Pushkin,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,0.077,0,0.077,0,0.077,0.077,0,0.231,0.231,0.308,0,0.231,0.077,0,0,0,0.077,0.077,0.615,0,0.154,0,0,0,0.077,0,0.077,0.154,0.231,0.231,0,0.077,0,0,0.077,0,0.077,0.077,0.615,0,0.077,0,0.308,0,0.077,0,0.077,0.077,0.077,0.154,0.077,0.077,0,0,0.077,0,0,0.077,0.538,0
Renaissance Art,Early Renaissance,Filippo Lippi,Annunciation,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,0.13,0.013,0.117,0.013,0,0,0.026,0.364,0.312,0.403,0.234,0.208,0,0.026,0.026,0,0.026,0.026,0.701,0,0.143,0,0.117,0.026,0,0.026,0.026,0.338,0.273,0.312,0.208,0.169,0.013,0.013,0.013,0,0.039,0.039,0.662,0,0.065,0,0.299,0.026,0.013,0,0.013,0.143,0.208,0.143,0.104,0.182,0.026,0,0.052,0,0.039,0.104,0.338,0.039
Modern Art,Pop Art,Allen Jones,Table,https://uploads1.wikiart.org/images/allen-jones/table-1969.jpg,0.091,0,0.273,0,0,0.182,0,0,0,0,0,0.091,0,0,0.091,0.364,0.091,0.182,0,0.091,0,0,0.273,0.091,0,0.182,0,0,0,0,0,0,0.091,0.091,0.182,0.455,0.091,0.182,0,0.091,0,0,0.364,0,0,0,0,0,0,0.091,0,0,0,0,0.091,0.182,0,0.091,0.091,0.182
Modern Art,Post-Impressionism,Paul Gauguin,The Seed of the Areoi,https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,0.154,0.077,0.154,0,0,0.077,0,0.154,0.538,0.385,0.077,0.385,0,0,0.077,0,0,0,0.385,0,0.154,0,0.154,0,0.077,0,0,0,0.538,0.385,0.231,0.308,0,0.077,0,0.077,0,0.077,0.154,0,0.154,0,0.154,0,0.077,0.077,0.077,0.077,0.154,0.231,0.154,0,0,0,0.077,0,0,0.154,0.154,0.077
Modern Art,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,0,0,0,0,0,0,0,0,0.7,0.5,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0.1,0.4,0.4,0,0.3,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0.7,0.3,0.1,0,0,0,0,0,0,0.1,0.1,0
Modern Art,Lyrical Abstraction,Li CHEVALIER,Arrachement,https://uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg,0,0.083,0.083,0,0.167,0.083,0.25,0.083,0.167,0,0,0.083,0.25,0,0.167,0.083,0,0.25,0,0.083,0,0.083,0.167,0,0.083,0.25,0.417,0.083,0.083,0,0,0,0.083,0.083,0.083,0,0,0.333,0,0.083,0.1,0.2,0.4,0,0.1,0,0.1,0,0.1,0,0,0.2,0,0.1,0,0,0,0.2,0.1,0
Post Renaissance Art,Realism,Camille Corot,Souvenir of Mortefontaine,https://uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,0,0,0,0,0,0.1,0,0.1,0.8,0.5,0.3,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0.9,0.4,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.222,0.222,0.111,0,0,0,0,0.111,0,0,0.111,0,0
Post Renaissance Art,Neoclassicism,Gheorghe Tattarescu,"February 11th, 1866 - The Modern Romania",https://uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,0,0,0.167,0.083,0,0,0,0.083,0.333,0.167,0,0.25,0,0,0,0,0.083,0.083,0.75,0,0,0,0.167,0.083,0,0,0,0.167,0.5,0.25,0,0.167,0,0,0,0,0,0.083,0.583,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.333,0.083
Renaissance Art,Northern Renaissance,Nicholas Hilliard,Elizabeth I - The Pelican Portrait,https://uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg,0,0,0.091,0.364,0,0,0,0.091,0.182,0.091,0.091,0.273,0,0,0,0,0,0.091,0.455,0.091,0,0,0,0.273,0,0,0,0.091,0.182,0.091,0,0.273,0,0,0,0,0,0,0.364,0.091,0,0,0,0.273,0,0,0,0,0.182,0.091,0.182,0.182,0,0,0,0,0,0,0.455,0.091
Modern Art,Abstract Expressionism,William Turnbull,Head,https://uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,0,0,0.2,0,0.1,0.2,0.1,0,0,0,0,0,0.2,0.1,0.4,0.1,0.1,0.2,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0.3,0.1,0.4,0.1,0,0.4,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0.3,0,0.3
Renaissance Art,High Renaissance,Vittore Carpaccio,The Virgin Reading,https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,0.1,0,0.2,0,0,0,0,0,0.6,0.5,0.1,0.3,0,0,0,0,0,0.1,0.3,0,0.1,0,0.1,0,0,0,0,0,0.6,0.6,0.1,0.1,0,0,0,0,0,0.1,0.2,0,0,0,0.2,0,0,0,0,0,0.6,0.4,0.1,0.1,0,0,0,0,0,0.1,0.2,0
Renaissance Art,High Renaissance,Andrea Mantegna,Julius Caesar on a triumphal car,https://uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,0.091,0.091,0.091,0.091,0,0,0.273,0.091,0.364,0.091,0,0.182,0,0.091,0,0.091,0.091,0,0.455,0,0.091,0,0.182,0.091,0.091,0.091,0.182,0.091,0.364,0,0,0.182,0.091,0,0.091,0,0,0,0.455,0,0.091,0,0.273,0.091,0,0,0.091,0.182,0.182,0.091,0,0.273,0,0,0,0,0.091,0.091,0.273,0
Modern Art,Cubism,Lyonel Feininger,Jesuiten III (Jesuits III),https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,0,0,0.1,0.3,0,0.1,0,0,0.4,0,0,0.1,0,0,0,0,0,0.3,0.1,0,0,0,0.1,0.4,0,0.1,0,0,0.4,0,0,0.2,0,0,0,0,0,0.3,0,0,0,0,0.111,0,0,0.111,0,0,0.222,0.222,0,0,0,0,0,0,0,0,0.333,0.111
Modern Art,Post-Impressionism,Paul Cezanne,Mont Sainte-Victoire,https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,0.029,0,0.087,0.029,0,0.029,0,0.101,0.652,0.232,0.029,0.29,0,0.014,0.029,0,0,0.101,0.188,0,0.043,0.014,0.116,0.014,0,0.014,0.014,0.072,0.58,0.275,0.043,0.261,0,0.014,0.029,0,0,0.058,0.101,0,0.046,0.015,0.231,0.031,0.031,0,0.031,0.046,0.231,0.123,0.015,0.108,0.015,0.015,0.031,0.015,0.015,0.046,0.308,0.046
Post Renaissance Art,Romanticism,Charles Turner,Cyril Jackson,https://uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,0.091,0,0.091,0.455,0.091,0,0.091,0.091,0.455,0,0,0.091,0,0.091,0.091,0,0,0.091,0.364,0,0.091,0,0.182,0.364,0,0.091,0,0,0.273,0.091,0,0.091,0.091,0.091,0,0,0,0.091,0.364,0,0.091,0,0.273,0.273,0.091,0,0.091,0,0.273,0,0.091,0.091,0.091,0,0.091,0,0.091,0.182,0.091,0.091
Post Renaissance Art,Rococo,Canaletto,Perspective with a Portico,https://uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,0.077,0,0.308,0,0.077,0.077,0,0.154,0.385,0.231,0,0.077,0,0.077,0.077,0,0,0.154,0.154,0,0,0,0.308,0.077,0,0,0,0.154,0.231,0.154,0.077,0.077,0,0,0.154,0,0.077,0.077,0.308,0,0.077,0,0.385,0,0,0.308,0,0,0.077,0.231,0,0.077,0.077,0,0,0,0,0.077,0.154,0.077
Post Renaissance Art,Rococo,Dmitry Levitzky,Portrait of Countess N. F. Vorontsova,https://uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,0,0,0.1,0.1,0,0,0,0.1,0.3,0,0.1,0.2,0,0,0,0,0,0.1,0.7,0,0.1,0,0.1,0.1,0,0,0,0.1,0.5,0.2,0.1,0.1,0,0,0,0,0,0.1,0.6,0,0.1,0,0.1,0.2,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0.7,0
Modern Art,Art Informel,Julius Bissier,29.6.61 T,https://uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0,0.2,0.1,0,0.1,0.1,0.1,0,0,0,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0,0.1,0,0.1,0.1,0.1,0,0.2,0.1,0,0,0,0.1,0.4,0,0,0,0.2,0.3,0.1,0.1,0,0,0,0,0.1,0.1,0.2,0.1,0,0.1,0,0,0.2,0.1,0.4
Post Renaissance Art,Romanticism,George Stubbs,Mares and Foals in a River Landscape,https://uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,0.167,0,0.083,0,0,0,0,0.083,0.5,0.167,0.167,0.25,0,0,0,0,0,0.083,0.25,0,0,0,0.167,0,0,0,0,0.167,0.667,0.333,0.167,0.25,0,0,0,0,0,0.083,0.25,0,0.083,0,0.5,0,0,0,0,0,0.167,0,0.083,0.333,0,0,0,0,0,0.167,0.167,0.083
Modern Art,Abstract Expressionism,William Turnbull,Horse,https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,0,0,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,0.5,0.1,0,0,0,0.3,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.2,0,0.4,0.1,0,0,0,0.1,0,0,0,0,0,0.4,0.2,0,0.3,0,0,0,0.1,0,0,0.2,0.1
Modern Art,Art Informel,Jean Rene Bazaine,Chicago (detail),https://uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,0,0.3,0.5,0,0,0.2,0,0,0,0.1,0.2,0,0,0,0.1,0,0,0.5,0,0,0,0.3,0.4,0,0.1,0.2,0.2,0.1,0.1,0,0,0,0,0,0.1,0,0,0.5,0,0,0.1,0,0.5,0.1,0.1,0.1,0,0.1,0.3,0.3,0,0,0,0,0,0,0,0.2,0,0.2
Modern Art,Neo-Expressionism,Jean-Michel Basquiat,Bird on Money,https://uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,0,0,0.3,0,0.2,0.1,0.3,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0,0.3,0.1,0,0.1,0,0.4,0,0.1,0.2,0.3,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.3,0.1,0,0,0,0.5,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0,0.1,0,0,0.3,0,0,0.2,0,0
Modern Art,Expressionism,Franz Marc,Blue Fox,https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,0,0,0.1,0,0,0,0,0.1,0.4,0.4,0,0.1,0.2,0,0.1,0,0,0.1,0.2,0,0,0,0.1,0.1,0,0,0.1,0.1,0.4,0.4,0,0,0,0,0,0,0,0.1,0.2,0,0.1,0,0.2,0,0,0,0.1,0,0.3,0.1,0,0.1,0.1,0,0,0,0,0.1,0.2,0
Modern Art,Surrealism,Balthus,Children,https://uploads0.wikiart.org/images/balthus/children-1937.jpg,0,0.091,0.091,0,0,0,0,0,0.364,0.364,0.091,0.091,0.091,0,0.545,0.091,0,0.091,0.091,0,0,0,0.273,0,0.091,0,0.091,0,0.091,0.273,0.091,0.091,0.091,0,0.545,0.091,0,0,0,0,0.091,0,0.091,0,0,0,0,0.091,0.818,0.545,0.091,0.182,0,0,0,0,0,0.091,0.091,0
Renaissance Art,High Renaissance,Pietro Perugino,The vision of St. Bernard,https://uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,0.1,0,0,0,0,0,0,0.3,0.3,0.4,0,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.1,0.1,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0,0.1,0,0,0,0,0,0.1,0.5,0
Modern Art,Abstract Expressionism,Aaron Siskind,Feet 102,https://uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg,0,0,0.364,0.182,0.091,0.182,0,0,0.273,0.364,0,0.091,0,0,0.091,0,0,0,0.091,0,0,0,0.364,0.091,0.091,0.182,0,0,0.273,0.364,0,0,0,0.091,0,0,0,0.091,0,0,0,0,0.364,0,0.091,0.091,0,0,0.182,0.364,0,0,0,0.091,0,0,0,0.091,0,0.091
Modern Art,Impressionism,Henry Herbert La Thangue,"Farm Near Horsey, Norfolk",https://uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,0,0,0,0,0.1,0,0,0.1,0.9,0.3,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.6,0.3,0,0,0,0,0.1,0,0,0,0,0
Modern Art,Post-Impressionism,Stefan Luchian,Interior (Lorica),https://uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,0,0,0,0,0,0,0,0,0.9,0.1,0.2,0.4,0,0,0.1,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0.9,0.2,0.1,0.5,0,0,0.1,0,0.1,0,0.1,0,0,0,0.3,0,0,0,0,0,0.3,0,0.1,0.3,0,0,0.1,0,0,0.1,0.1,0.2
Post Renaissance Art,Neoclassicism,Yannoulis Chalepas,"Mercury, Venus and Pegasus",https://uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,0,0,0.3,0.1,0,0.1,0,0.1,0.2,0.3,0.2,0.3,0.1,0,0.2,0,0,0.1,0.6,0,0,0,0.2,0.1,0,0.1,0,0.1,0,0.2,0,0.2,0.1,0,0.3,0,0,0.1,0.5,0,0,0,0.5,0,0,0,0,0,0.2,0,0.1,0.3,0,0,0,0,0,0.3,0.5,0
Post Renaissance Art,Realism,Vasily Perov,Last Journey,https://uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg,0,0,0.091,0,0,0,0.182,0,0,0.182,0.091,0.091,0.273,0.182,0.909,0,0.091,0,0,0,0,0,0,0,0,0,0.182,0,0.091,0.182,0.091,0,0.182,0,0.818,0.091,0,0.091,0,0,0,0,0.182,0,0,0,0.182,0,0,0.091,0,0,0.182,0,0.727,0,0.091,0,0,0
Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,https://uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,0,0.1,0.1,0,0.1,0.1,0.4,0,0,0.3,0,0.2,0.2,0,0.3,0,0,0,0,0,0,0.1,0.1,0,0.2,0.1,0.4,0,0,0.2,0,0.1,0,0.1,0.2,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.2,0.1,0.1,0.1,0,0,0.5,0.1,0,0,0.1,0
Modern Art,Surrealism,Brassai,"Couple kissing under the Pont au Double, Paris",https://uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg,0,0.1,0.1,0.1,0,0,0,0,0.6,0.3,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.7,0.2,0.7,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0.3,0.9,0.2,0,0,0.1,0,0,0,0,0
Modern Art,Post-Impressionism,Stefan Luchian,Hair Washing,https://uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg,0,0,0.1,0.1,0,0,0,0.2,0.6,0.6,0.9,0,0.1,0.1,0.1,0,0,0.1,0.3,0,0,0,0.1,0,0,0,0,0.2,0.3,0.6,0.8,0.2,0,0.1,0.1,0,0,0.2,0.3,0,0,0,0.1,0,0,0,0,0.1,0.5,0.5,0.4,0.2,0.1,0.1,0.1,0,0,0.1,0.2,0
Post Renaissance Art,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,https://uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg,0.1,0,0.1,0.2,0,0,0,0.3,0.2,0.2,0,0.2,0,0,0,0,0,0.1,0.9,0,0.1,0,0,0.1,0.1,0.1,0,0.2,0.2,0.2,0,0.1,0.1,0,0.1,0,0,0,0.9,0,0.1,0,0.2,0,0.1,0.1,0,0.2,0.1,0.1,0,0.1,0,0.1,0,0,0,0.1,0.7,0
Post Renaissance Art,Romanticism,Horace Vernet,The Emperor Napoleon I,https://uploads7.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calderón-de-rivera/the-dream-the-bed-1940.jpg,0,0,0,0.4,0,0.1,0.1,0.1,0.2,0.2,0.1,0,0,0,0.1,0,0,0,0.9,0,0,0,0.1,0.2,0,0,0,0.1,0.2,0.2,0.1,0.1,0,0.1,0.1,0,0,0,0.9,0,0,0,0.1,0.3,0,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0,0,0.1,0,0,0,0.9,0
Modern Art,Neo-Expressionism,Henry Villierme,A Quiet Moment,https://uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg,0,0,0.091,0,0,0,0.091,0,0.636,0.091,0,0.091,0.091,0,0.273,0,0,0.091,0,0,0,0,0.091,0,0,0,0.091,0,0.455,0,0,0.091,0,0.091,0.364,0,0,0.091,0,0,0,0,0.091,0,0,0,0,0,0.727,0.273,0,0,0,0,0.091,0,0.091,0,0.091,0
Post Renaissance Art,Baroque,Esaias van de Velde,Ice on the moat entertainment,https://uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,0,0,0.2,0,0,0,0,0.1,0.8,0.4,0,0.6,0,0,0.1,0,0,0.1,0.2,0,0,0,0.2,0,0,0,0,0,0.8,0.2,0,0.3,0,0,0,0,0,0.1,0.1,0,0,0,0.2,0,0,0,0,0,0.5,0,0,0.4,0,0,0.2,0,0,0.2,0.2,0
Modern Art,Pop Art,Patrick Caulfield,Still Life with Dagger,https://uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,0.026,0.064,0.244,0.064,0.064,0.115,0.179,0.013,0.013,0.077,0.013,0.141,0.064,0.038,0.115,0.013,0.013,0.321,0.103,0.013,0.013,0.038,0.359,0.115,0.115,0.064,0.154,0.013,0.013,0.038,0,0.154,0.09,0,0.026,0.026,0.013,0.397,0.077,0,0.026,0.077,0.295,0.064,0.051,0.103,0.321,0.038,0.103,0.038,0.013,0.141,0.051,0.013,0.179,0.051,0,0.128,0.077,0
Modern Art,Cubism,F&#233;lix Del Marle,Study for a portrait of Jean Dupr&#233;,https://uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg,0.083,0,0.25,0,0,0.167,0.083,0.083,0.25,0,0,0.083,0.167,0,0,0,0,0.417,0.083,0,0,0,0.167,0,0.083,0.167,0.167,0,0.167,0,0.083,0.083,0.083,0,0.083,0,0,0.417,0.167,0,0.083,0,0.25,0.083,0,0.083,0.167,0.083,0.167,0,0.083,0,0,0.083,0,0,0,0.167,0.167,0.083
Modern Art,Expressionism,Helene Schjerfbeck,Self-portrait with Black Background,https://uploads6.wikiart.org/images/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913.jpg,0,0,0.167,0.25,0,0,0.167,0.083,0,0.333,0,0.167,0.083,0.083,0.25,0,0,0.083,0.25,0,0,0,0.333,0.167,0,0,0.083,0.083,0,0.333,0,0.083,0.083,0.083,0.25,0,0,0.083,0.083,0,0,0,0.5,0,0,0,0,0,0,0.167,0.083,0.167,0.083,0,0,0,0,0.083,0.25,0
Modern Art,Cubism,Andr&#233; Lhote,Le Port de Bordeaux,https://uploads2.wikiart.org/images/helene-schjerfbeck/self-portrait-with-black-background-1915.jpg,0,0,0.2,0,0,0,0.2,0,0.3,0.2,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0,0,0.2,0,0,0.2,0.1,0,0,0.2,0,0.1,0.1,0,0.2,0,0,0,0,0,0,0,0.125,0,0,0.125,0.125,0,0.125,0.125,0,0.25,0,0,0,0.125,0,0,0.125,0.125
Modern Art,Surrealism,Jean Arp,Human Concretion,https://uploads5.wikiart.org/images/andr-lhote/le-port-de-bordeaux-1915.jpg,0,0,0.308,0.077,0,0.077,0.077,0,0.231,0,0.154,0.077,0,0,0.154,0.231,0.077,0.154,0.077,0,0,0,0.231,0,0.077,0.077,0.077,0.077,0.154,0.077,0.077,0.077,0,0,0.077,0.077,0.077,0.462,0.077,0,0.077,0,0.231,0,0,0.231,0.154,0,0,0.154,0.231,0.077,0,0.077,0.077,0,0,0.308,0.154,0.077
